Product_brand,Product_category,Product_details,Product_name,Product_price,Product_rating,Product_size,Top_category,Tot_reviews
Ardell,Eyes,Easier lash application and faster customization for lash looks with Ardell's Pre-Cut Lash Demi Wispies. They look so natural your friends will think you were born with them. Less concern over ends lifting as each pre-cut segment is applied with adhesive. Comfortable wear due to less 'pull' on lid. Apply the full strip or just accent the outside corner of the lash line. Accents create a flare effect which is great for achieving the cat eye look.,Pre-Cut Lash Demi Wispies,$2.49,5.00 out of 5 stars,Item 2538579,Makeup,3
Wunder2,Eyes,"Wunder2 Super-Stay Liquid Eyeliner ensures that after just one application, your look will stay set and picture perfect from morning to evening! The highly pigmented liquid eyeliner is a must-have beauty staple that creates a perfect, full lash line or a sexy feline flick. Available in multiple shades.",Online Only Super-Stay Liquid Eyeliner,$15.95,4.00 out of 5 stars,Size 0.13 oz,Makeup,2
Beauty Bakerie,Eyes,"Enter the Beauty Bakerie freezer and start ice-ing with this waterproof and defining Eyelash Icing Mascara. The perfect topper for your baked beat, Eyelash Icing Mascara will freeze your lashes in place for all-day, all-night long-lasting wear. This ink-black, smudge-proof recipe is a staple in our kitchen for adding length and definition to lashes. Skip the falsies, and taste test our Eyelash Icing on its own for an easy, everyday look.",Eyelash Icing Mascara,$18.00,3.50 out of 5 stars,Size 0.34 oz,Makeup,39
Essence,Eyes,Mega volume lashes has never been easier with Essence Instant Volume Boost Mascara Smudge-Proof And Intense Black! 10 seconds to maximum volume lashes!,Instant Volume Boost Mascara Smudge-Proof,$4.99,3.90 out of 5 stars,Size 0.473 oz,Makeup,34
Ardell,Eyes,Thoroughly clean your eyelashes and eyelids so they are make-up and oil free.,Glamour Lash - Black 105,$4.99,4.50 out of 5 stars,Item 1031082,Makeup,103
Soap & Glory,Eyes,"Soap & Glory's super skinny, retractable, 2-in-1 Archery Brow Pencil & Brush. Giving you maximum control - while taking up minimum space in your makeup case - this magic wand shapes, defines and leaves a thicker, fuller, natural finish. Ideal for ladies who'd describe themselves as distinctly 'no brow'.",Online Only Archery Brow Pencil & Brush,,,Size 0.003 oz,Makeup,
KIKO Milano,Eyes,KIKO Milano's New Green Me Extreme Volume Mascara.,Online Only New Green Me Extreme Volume Mascara,$16.00,3.70 out of 5 stars,Size 0.37 oz,Makeup,7
LASplash Cosmetics,Eyes,"LASplash Cosmetics Golden Gatsby Sugar Mama 3D Faux Mink Lashes are super full, but super lightweight, with layered, FLUFFY curls. Channel your inner 20's girl with these luxurious lashes. Imagine your perfect lashes each designed with a unique pattern and watch them come to life.",Online Only Golden Gatsby Sugar Mama 3D Faux Mink Lashes,$12.00,5.00 out of 5 stars,Item 2544566,Makeup,4
Morphe,Eyes,Only at ULTA!,Smoochy - Premium Lashes,$12.00,5.00 out of 5 stars,Item 2535602,Makeup,1
Ardell,Eyes,Ardell Double Up Lash #207 combines two lashes in one. The bottom lash adds fullness while the top lash adds flare for an astonishing lash that is twice as dark as an ordinary lash!,Double Up Lash #207,$5.99,4.80 out of 5 stars,Item 2305612,Makeup,13
Ardell,Eyes,Ardell's Faux Mink lashes now come in cult favorite Wispies and Demi Wispies styles. The most luxurious Wispies styles yet!,Lash Faux Mink Wispies,$6.49,3.70 out of 5 stars,Item 2525724,Makeup,66
Maybelline,Eyes,"Introducing Maybelline's first gel-mousse mascara: Volum' Express Mega Plush Waterproof Mascara contains 40% less hard waxes for massive, yet supple lashes. The patented Flexor Brush gently coats every lash with mega volume that's never stiff and never brittle. Ophthalmologist tested and contact lens safe.",Volum' Express The Mega Plush Waterproof Mascara,$7.99,3.60 out of 5 stars,Size 0.3 oz,Makeup,857
I Heart Revolution,Eyes,I Heart Revolution is bringing back the '00s with the ultimate music and makeup collaboration! Revolution have teamed up with legendary label NOW Music to bring you a mixed noughties eyeshadow palette.,Online Only NOW That's What I Call Makeup 00's Eyeshadow Palette,$15.00,,Size 0.53 oz,Makeup,
Almay,Eyes,"This waterproof, volumizing Almay Thickening Waterproof Mascara builds lashes double thick in one quick, clump-free application. Nourishing formula is infused with aloe and vitamin B5 to help keep lashes conditioned and silky. Extra gentle, non irritating formula. Hypoallergenic. Ophthalmologist tested.",Thickening Waterproof Mascara,$8.99,3.40 out of 5 stars,Size 0.4 oz,Makeup,109
NABLA,Eyes,"NABLA Major Pleasure Mascara's full bristle brush in a soft hourglass shape wraps lashes with product from roots to tips, for an intense gaze and a lash extension effect. Lashes can be quickly and easily amplified in a buildable dramatic volume.",Online Only Major Pleasure Mascara,$19.00,3.00 out of 5 stars,Size 0.3 oz,Makeup,3
Morphe,Eyes,"Get in on the action of an epic jewel heist. The Morphe X Jaclyn Hill Bling Boss Eyeshadow Palette is a mirrored palette of 10 creamy, super-pigmented eyeshadows knows how to bling it (and then some).",Morphe X Jaclyn Hill Bling Boss Eyeshadow Palette,$16.00,2.00 out of 5 stars,Size 0.56 oz,Makeup,2
Makeup Revolution,Eyes,Only at ULTA!,Online Only Brow Revolution,$4.97,4.10 out of 5 stars,Size 0.13 oz,Makeup,68
Pixi,Eyes,"Pixi's Endless Silky Eye Pens are waterproof, super-long-wear, no-smudge, no-budge eye liners. They glide on like seamless silk, and in a single sweep motion create a flawless, solid jewel-toned line. No retouching required all day - or night! Pixi products are paraben-free, cruelty-free, alcohol-free, natural and multi-purpose.",Endless Silky Eye Pen,$12.00,4.50 out of 5 stars,Size 0.04 oz,Makeup,2
Revlon,Eyes,Brighten up your eyes with your Photo ready Eye Primer Brightener by Revlon.,PhotoReady Eye Primer Brightener,$10.99,4.00 out of 5 stars,Size 0.08 oz,Makeup,424
Revlon,Eyes,"Revlon So Fierce Vinyl Eyeliner is a brand new eyeliner innovation that delivers a shiny vinyl finish, bold pigmentation and 16 hours of wear - all in an easy to use pencil!",So Fierce Vinyl Eyeliner,$8.99,4.40 out of 5 stars,Size 0.04 oz,Makeup,221
Ardell,Eyes,"Ardell's Lash Wispies #701 look so natural your friends will think you were born with them. The original feathered lash with Invisiband technology for comfortable wear and a seamless look. Hand-woven to mimic real lashes with mid volume, graduated lengths. Universally flattering to all eye shapes. #1 Lash Style!",Lash Wispies #701,$4.99,4.50 out of 5 stars,Item 2538576,Makeup,2
Revolution PRO,Eyes,Only at ULTA!,24 HR Lash Day & Night Brow Pen,$10.00,3.00 out of 5 stars,Size 0.05 oz,Makeup,14
Buxom,Eyes,Keep your primer-infused Buxom Eye Shadow Bar Eye Shadows locked up tight. The Empty Single Eyeshadow Compact is clearly (and cleverly) chic with for easy shade viewing.,Empty Single Eyeshadow Compact,$2.00,4.50 out of 5 stars,Item 2299049,Makeup,29
e.l.f. Cosmetics,Eyes,"e.l.f. Cosmetics waterproof, creamy Gel Eyeliner Pencil that glides easily onto the lash and waterline to define your eyes. The easy application is great for creating a lasting line that stays put.",Waterproof Gel Eyeliner Pencil,$4.00,3.20 out of 5 stars,Size 0.04 oz,Makeup,13
e.l.f. Cosmetics,Eyes,"Coat your upper and lower lashes in smudge-proof, flake-proof tubes for defined, natural looking lashes with the Smudge Proof Mascara by e.l.f. Cosmetics! This dual-ended mascara has two perfectly-sized brushes designed to grab and hug each and every last upper and lower lash. Enriched with Vitamin E to help keep lashes nourished.",Smudge Proof Mascara,$6.00,3.80 out of 5 stars,Size 0.13 oz,Makeup,11
Makeup Revolution,Eyes,Exclusive.,Under Your Spell Eyeshadow Palette,$10.00,4.00 out of 5 stars,Size 0.48 oz,Makeup,5
e.l.f. Cosmetics,Eyes,"Achieve thicker, fuller, and longer lashes that are beautiful and natural! The enlarged brush of the e.l.f. Cosmetics Lengthening & Volumizing Mascara coats your lashes evenly for an enhanced appeal. The unique formula is clump free and quick drying so you can have color that stays on all day with no smudging and no flaking. Cruelty free and vegan.",Lengthening & Volumizing Mascara,$4.00,3.40 out of 5 stars,Size 0.3 oz,Makeup,19
Morphe,Eyes,Only at ULTA!,Day Dreamer - Premium Lashes,$12.00,4.20 out of 5 stars,Item 2535603,Makeup,5
Essence,Eyes,Your next hero! The Essence Volume Hero Mascara in Power Black provides endless volume in the deepest black. The long-wearing formula won't smudge or dry out. A specially designed high bulk loading brush emphasizes every lash.,Volume Hero Mascara Power Black,$4.99,3.60 out of 5 stars,Size 0.064 oz,Makeup,18
Ardell,Eyes,Ardell's Faux Mink Lash #811 are luxuriously lightweight lashes. Ultra-soft fabulously full lashes create an effortlessly glamorous look.,Faux Mink Lash #811,$6.49,4.00 out of 5 stars,Item 2504477,Makeup,174
NABLA,Eyes,"NABLA Brow Divine is a long-wearing self-sharpening brow pencil flawlessly outlines brows. Neither too hard nor too soft, the ultra-fine retractable tip fills even the smallest gaps with precise, hair-like strokes.",Online Only Brow Divine,$15.00,,Size 0.003 oz,Makeup,
CoverGirl,Eyes,Get the control of a pencil with the intensity of a liquid eye liner for beautifully defined eyes every time with CoverGirl's Intensify Me! Liquid Liner. Their paddle-shaped tip gives you two looks in one - thick and dramatic or thin and elegant. The intense black formula glides on smoothly and dries quickly for instant drama.,Intensify Me! Liquid Liner,$8.99,3.10 out of 5 stars,Size 0.44 oz,Makeup,92
Smashbox,Eyes,Smashbox Photo Finish Lid Primer is a an eyeshadow primer that instantly intensifies color while keeping shadow locked in place and looking freshly applied for 8 hours.,Photo Finish Lid Primer,$14.97,4.40 out of 5 stars,Size 0.08 oz,Makeup,84
FLOWER Beauty,Eyes,"Get the pumped up punk royal look with +112% soft, fanned out volume for the lushest, thickest lashes ever with the Warrior Princess Mascara by FLOWER Beauty! This exclusive Royal Hourglass Brush coats every lash for silky, luscious lashes fit for a princess. One coveted shade, rich and hyperpigmented sets a new standard in darkness.",Warrior Princess Mascara,$9.99,4.40 out of 5 stars,Size 0.35 oz,Makeup,19
W3LL PEOPLE,Eyes,"This top-rated, plant-based formula instantly creates extreme lash volume. W3LL People's supersized, dense, hourglass bristle brush effortlessly coats lashes for a thicker, fuller eye-popping effect, without clumping or smudging. Organic botanicals condition lashes and nourish follicles for long term benefits. Sweep on lashes from root to tip for big, bold lashes. Add a second coat to rock it out!",Online Only Expressionist Volumizing Mascara,$22.99,4.40 out of 5 stars,Size 0.30 oz,Makeup,23
L'Oréal,Eyes,"Get glowy glam! Introducing Chromatic Bronze Loose Pigments by L'Oréal Paris. These loose highlighting powder pigments can be used for an all over light-catching shimmer. Apply as an eyeshadow, or to your cheekbones for a highlight!",Chromatic Bronze Loose Pigments,$11.99,4.60 out of 5 stars,Size 0.05 oz,Makeup,123
Touch In Sol,Eyes,"Metallist Liquid Foil & Glitter Shadow Duo by Touch In Sol is a new concept of dual shadows. With double touch, it completes glossy makeup. A charming combination of liquid / glitter gives dreamlike eyes with alluring gradations. Liquid shadow is like putting extra soft and lightweight whipped cream on the eyes. Glittering powder, like magnificent stars embroidering the night sky.",Online Only Metallist Liquid Foil & Glitter Shadow Duo,$6.97,2.90 out of 5 stars,Size 0.17 oz,Makeup,9
e.l.f. Cosmetics,Eyes,"The Satin Eyeliner Pencil by e.l.f. Cosmetics is a creamy, pigmented pencil that glides smoothly along the lash line, leaving behind a beautiful satin finish. The built-in sharpener cap is convenient for creating a precision tip for easy application.",Satin Eyeliner Pencil,$2.00,4.30 out of 5 stars,Size 0.03 oz,Makeup,8
CoverGirl,Eyes,"Be a bold lashed baddie with CoverGirl's newest mascara that delivers uninhibited volume. Infused with coconut and jojoba oils, Waterproof Exhibitionist Uncensored Extreme Black Mascara won't flake or smudge, and keeps the lash volume party going for 24 hours. Cruelty free.",Waterproof Exhibitionist Uncensored Extreme Black Mascara,$11.99,0.00 out of 5 stars,Size 0.30 oz,Makeup,
Sleek MakeUP,Eyes,"Create a variety of stunning looks with these 12 shades of mineral based, highly pigmented eyeshadows in the Sleek MakeUP Beautiful Sin Eyeshadow Palette.",Beautiful Sin Eyeshadow Palette,,3.70 out of 5 stars,Size 0.317 oz,Makeup,9
Kiss,Eyes,"KISS Ever EZ Lashes Double Pack, #02 - Softly curled ends flutter freely with longer hairs at the outer corners.",Online Only Ever EZ Lashes Double Pack #02,$5.99,2.00 out of 5 stars,Item 2541993,Makeup,1
CoverGirl,Eyes,Created by Katy Perry! Get intense-looking eyes that get you noticed with CoverGirl Katy Kat Eyeliner. It creates bold to fine lines for the perfect Kat/cat eye.,Online Only Katy Kat Eyeliner,$7.99,2.70 out of 5 stars,Size 0.33 oz,Makeup,20
Wunder2,Eyes,"A dual ended pencil that highlights and illuminates the brow bones, Wunderbrow Define & Highlight by WUNDER2 improves the precision and lift of brows by accenting that alluring arch.",Online Only Wunderbrow Define & Highlight,$10.95,0.00 out of 5 stars,Size 0.11 oz,Makeup,
Ardell,Eyes,Ardell's Lash Wispies Black look so natural your friends will think you were born with them. These lashes were made of 100% sterilized human hair.,Lash Wispies Black,$4.99,4.70 out of 5 stars,Item 2280441,Makeup,341
