Product_brand,Product_category,Product_details,Product_name,Product_price,Product_rating,Product_size,Top_category,Tot_reviews
BÉIS,Makeup Bags & Cases,We made this spill-proof case so every makeup-lover can stay super organized wherever they bring their beauty rituals. Far away from home? No worries - comes with a mirror for en route touch-ups! Plus a removable brush holder that pops out (because no one wants to flip back and forth between cheeks and lips). Translation: nail your eye makeup wherever you roam.,The Cosmetic Case Pink,$58.00,4.70 out of 5 stars,Item 2556406,Makeup,308
Soho,Makeup Bags & Cases,"Soho London New York Professional Series Silver Pro Case is perfect for the makeup obsessed. This large case features four trays that fold out for a clear view of the spacious bottom compartment. It holds everything from your daily beauty routine and more, and includes built in locks so that you can keep your beauty secrets safe.",Silver Pro Case,$49.00,4.70 out of 5 stars,Item 2513594,Makeup,30
Tartan + Twine,Makeup Bags & Cases,"The Tartan+Twine Double Zip Train Case has been updated to give beauty lovers more ways to keep thier collections organized. This makeup bag features a spacious bottom compartment for makeup, toiletries, and other products. The top compartment has a zip pocket and elastic loops to hold lipsticks and other products. It also includes a panel that has a zip pocket on one side, and a brush organizer on the other. The brush organizer has a clear PVC flap that keeps the bag, and your brushes, clean and protected. The handle makes it easy to grab your makeup as you head out on your next adventure.",Double Zip Train Case,$38.00,4.00 out of 5 stars,Item 2550273,Makeup,2
Caboodles,Makeup Bags & Cases,"The one that started it all! The original, iconic Caboodle still features a spacious interior, removable accessory tray and flip lid mirror. Whether you met her back in the 80s or you're meeting her for the first time, the On-The-Go Girl will be your new best friend.",Green And Coral On The Go Girl Case,$19.99,4.30 out of 5 stars,Item 2542120,Makeup,6
Caboodles,Makeup Bags & Cases,The voyager by Caboodles makes a great travel companion to hold all your needs!,Voyager,$34.00,4.70 out of 5 stars,Item 2554775,Makeup,3
Caboodles,Makeup Bags & Cases,"For those who love to be beautifully organized without sacrificing style, the Caboodles Life & Style lines offers elevated products that accent a refined wardrobe and on-the-go lifestyle. The effortlessly chic and compact Small Train Case has a mirror, sliding top trays, a spacious interior compartment, a secure latch closure, and metal feet. It¿s a storage and travel essential for the stylish girl who is always on the move.",Beige Lifestyle Train Case,$68.00,4.70 out of 5 stars,Item 2550562,Makeup,6
Soho,Makeup Bags & Cases,"The Optic White Pro-Series Beauty Case by Soho is large and in charge with its multi-tray capabilities. It's got four expandable trays that are perfect for at-a-glance selection of eye shadows, lipsticks, makeup brushes, liners, etc., and that pull out to allow for easy-loading of its main storage compartment. Bottom of the case is ideal for larger and heavier items such as bottles, jars, brushes and more. Case comes with a lock and key to keep your beauty booty top secret.",Optic White Train Case,$49.00,4.60 out of 5 stars,Item 2293681,Makeup,47
BÉIS,Makeup Bags & Cases,We made this spill-proof case so every makeup-lover can stay super organized wherever they bring their beauty rituals. Far away from home? No worries - comes with a mirror for en route touch-ups! Plus a removable brush holder that pops out (because no one wants to flip back and forth between cheeks and lips). Translation: nail your eye makeup wherever you roam.,The Cosmetic Case Black,$58.00,4.70 out of 5 stars,Item 2556403,Makeup,308
Tartan + Twine,Makeup Bags & Cases,"The Tartan and Twine Deluxe Weekender is the ultimate travel organization accessory. With a spacious zip compartment, a center panel zip pocket for small items, a brush organizer with a protective flap, two removable zip pouches with hidden magnets for removal and storage, and comfortable top handles, this makeup bag is ready for any travel destination.",Deluxe Weekender,$58.00,5.00 out of 5 stars,Item 2550283,Makeup,2
Caboodles,Makeup Bags & Cases,"The one that started it all! The original, iconic Caboodle still features a spacious interior, removable accessory tray and a flip lid mirror.",On the Go Girl,$19.99,4.60 out of 5 stars,Item 2518468,Makeup,98
Caboodles,Makeup Bags & Cases,"Caboodles Neat Freak Acrylic 6 Tray Train Case helps you keep your makeup and accessories neat, tidy, and secure. This spacious case has six square cantilevered trays, deep interior storage, and comes with a locking latch with keys.",Neat Freak Acrylic Train Case,$73.00,4.50 out of 5 stars,Item 2517699,Makeup,27
Soho,Makeup Bags & Cases,"Soho London New York Professional Series Case w/ Matte Silver Trim is perfect for the makeup obsessed. This large case features four trays that fold out for a clear view of the spacious bottom compartment. It holds everything from your daily beauty routine and more, and includes built in locks so that you can keep your beauty secrets safe.",Pro Case w/ Matte Silver Trim,$49.00,4.80 out of 5 stars,Item 2513589,Makeup,19
Tartan + Twine,Makeup Bags & Cases,"The Tartan+Twine Single Zip Train Case is the perfect on the go carry all. With one large open compartment and many interior storage solutions, your day just became a lot easier.",Deluxe Train Case,$40.00,4.00 out of 5 stars,Item 2550296,Makeup,2
Red Carpet Manicure,Makeup Bags & Cases,"Get pro results every time with this all-inclusive kit. It has everything you need to achieve a beautiful, long-lasting gel manicure. Best of all, everything is neatly stored in a fancy metallic train case so you can get your manicure on the go.",Pro 45 Train Case,$99.99,4.40 out of 5 stars,Item 2269643,Makeup,83
Soho,Makeup Bags & Cases,"The Eye Pop Beauty Case has four expandable trays that are perfect for at-a-glance selection of eyeshadows, lipsticks, makeup brushes, liners, etc., and that pull out to allow for easy loading of its main storage compartment. Bottom of the case is ideal for larger and heavier items such as bottles, jars, hairbrushes and more. The Beauty Case comes with a lock and key to keep your favorite beauty essentials safe and secure.",Black Eye Pop Crosshatch Beauty Case,$49.00,4.70 out of 5 stars,Item 2307770,Makeup,67
Caboodles,Makeup Bags & Cases,"Caboodles thinks being a neat freak is pretty cool! Especially when you have rosy Barbie accents, numerous multi-functional trays and mega beauty storage. Curate (and show off!) your collection in this crystal Barbie Train Case, and call yourself an Organization Enthusiast.",Barbie Train Case,$53.97,5.00 out of 5 stars,Item 2554907,Makeup,11
Caboodles,Makeup Bags & Cases,Only at ULTA!,Rose Gold On The Go Girl,$19.99,4.00 out of 5 stars,Item 2532232,Makeup,64
Benefit Cosmetics,Face,The power of The POREfessional... plus 12-hour* hydration!,The POREfessional: Hydrate Primer,$32.00,4.70 out of 5 stars,Size 0.75 oz,Makeup,30
Urban Decay Cosmetics,Face,Exclusive.,The Ultimate Brush Off Translucent Loose Setting Powder,$36.00,4.30 out of 5 stars,Size 0.71 oz,Makeup,40
Banila Co,Face,"Banila Co's Clean It Zero 3-in-1 Cleansing Balm is a hypoallergenic cleanser that transforms from a sherbet-like balm texture into a smooth oil when applied to skin. Developed to remove even waterproof makeup and all of your skin's impurities in just one step. Zero Balance Technology deeply cleanses and gently exfoliates without stripping the skin, leaving it hydrated and soothed. ",Clean It Zero 3-in-1 Cleansing Balm,$19.00,4.60 out of 5 stars,Size 3.3 oz,Makeup,34
Garnier,Face,"Garnier SkinActive Micellar Cleansing Water All-in-1 Cleanser & Waterproof Makeup Remover is a facial cleanser and waterproof makeup remover that is surprisingly powerful, yet gentle on skin. Like a magnet, micelles capture and lift away dirt, oil and makeup without harsh rubbing. This no-rinse miceller water leaves the skin clean and without a greasy residue.",SkinActive Micellar Cleansing Water All-in-1 Cleanser & Waterproof Makeup Remover,$8.99,4.30 out of 5 stars,Item 2298443,Makeup,1662
Touch In Sol,Face,"Cover and take care of skin pore, wrinkles all at once with Touch In Sol No Poreblem Primer & Priming Eraser Set! The convenient stick type primer blurs skin imperfections for flawless makeup application without smearing on your hands.",No Poreblem Primer & Priming Eraser Set,$26.00,4.20 out of 5 stars,Item 2543774,Makeup,31
L'Oréal,Face,L'Oréal's Infallible Pro-Matte 24HR Foundation has an air-light texture with a demi-matte finish. This super gliding mattifying formula has a high water content for maximum comfort that lasts!,Infallible Pro-Matte Liquid Longwear Foundation,$12.99,4.20 out of 5 stars,Size 1.0 oz,Makeup,2329
Juvia's Place,Face,"Juvia's Place I Am Magic Concealer is Magical. Full coverage and bendable with just one application. Evens and blurs out skin imperfections. Infused with Amino Acid treated pigments, to help increase intensity of color without a heavy after feel.",I Am Magic Concealer,$14.00,3.60 out of 5 stars,Size 0.34 oz,Makeup,129
Stila,Face,"Swirl your way to perfect skin in one step! This innovative, triple-swirled helix serum primes, color-corrects, brightens and nourishes skin for a flawless face with no fuss.",One Step Correct,$36.00,4.20 out of 5 stars,Size 1.0 oz,Makeup,909
Estée Lauder,Face,Estée Lauder Double Wear Nude Water Fresh Makeup Broad Spectrum SPF 30 feels like you have nothing on. Real-skin flawless. Real protection. 24-hour staying power. Waterlight. ,Online Only Double Wear Nude Water Fresh Makeup Broad Spectrum SPF 30,$43.00,4.30 out of 5 stars,Item 2515745,Makeup,60
ULTA,Face,Find your perfect Ulta Beauty ,Mineral Powder Foundation,$14.00,3.90 out of 5 stars,Size 0.35 oz,Makeup,64
KYLIE COSMETICS,Face,Only at ULTA!,Loose Setting Powder,$24.00,4.00 out of 5 stars,Size 0.35 oz,Makeup,65
NYX Professional Makeup,Face,"Discover the secret to flawless skin... with the perfect setting spray for makeup! Prevail the sultry weather wearing NYX Professional Makeup's Matte Finish Makeup Setting Spray. When you spend the time for your makeup to be just right, it's nice to keep it looking that way. Protect your perfectly-applied matte makeup with the best setting spray for oily skin. Keep makeup looking fresh as a daisy with that ""just-applied"" look all day and all night long. This lightweight and long-lasting formula grants a matte finish and works hard to make sure your makeup stays put. Spray away and your matte makeup will last from day to night.",Matte Finish Makeup Setting Spray,$8.50,4.30 out of 5 stars,Size 2.02 oz,Makeup,2821
Dermablend,Face,"Meet Dermablend Smooth Liquid Camo Foundation, ultimate hydrating, medium coverage foundation with broad spectrum SPF 25. This smoothing liquid foundation provides seamless, even coverage for up to 16 hours of consistent smudge and transfer resistant wear - when set with Dermablend Setting Powder.",Smooth Liquid Camo Foundation,$38.00,4.20 out of 5 stars,Size 1.0 oz,Makeup,800
MakeUp Eraser,Face,"Erase ALL makeup with JUST water! Including waterproof mascara, eyeliner, foundation, blush and more! Reusable, machine washable, and lasts 3-5 years. Never buy harmful disposable wipes again. Full size Pink MakeUp Eraser measures 15.5''x7.5''",Original Pink MakeUp Eraser,$20.00,5.00 out of 5 stars,Item 2556128,Makeup,40
Stila,Face,"Bouncy-to-the-touch, Stila's unique, radiance-enhancing highlighters are gossamer-light and melt into skin for a barely-there feel. Ultra-fine, light diffusing particles help skin look lit from within with a soft, luminous, natural-looking glow.",Heaven's Hue Highlighter,$32.00,4.50 out of 5 stars,Size 0.35 oz,Makeup,301
It Cosmetics,Face,IT Cosmetics CC+ Radiance Ombre Blush is your gorgeous flush of color and radiance with innovative color correcting radiance. Formulated to bring out your healthy flush of color and glow! Perfect for all skin tones.,CC+ Radiance Ombre Blush,$26.00,4.60 out of 5 stars,Size 0.38 oz,Makeup,559
Makeup Revolution,Face,Only at ULTA!,Loose Baking Powder,$8.00,3.50 out of 5 stars,Size 1.12 oz,Makeup,305
bareMinerals,Face,"Instantly warm your complexion, define cheekbones, and brighten your face with Gen Nude Powder Blush, an effortless, highly-blendable, natural-looking color blush. The cushiony soft formula is infused with good-for-skin ingredients including bareMinerals Blurring Mineral Complex, which provides a beautiful soft-focus effect. Amped up nude shades mimic the natural flush of skin for a healthy, radiant-looking complexion.",Gen Nude Powder Blush,$24.00,4.70 out of 5 stars,Size 0.21 oz,Makeup,81
Juice Beauty,Face,Vegan & Cruelty-Free. Formulated with an organic base of botanical juices instead of added water.,STEM CELLULAR CC Cream,$39.00,3.80 out of 5 stars,Size 1.7 oz,Makeup,797
Tarte,Face,Find your perfect Tarte ,Double Duty Beauty Shape Tape Pressed Powder,$32.00,3.70 out of 5 stars,Size 0.39 oz,Makeup,109
Too Faced,Face,"Too Faced Hangover 3-In-1 Replenishing Primer & Setting Spray is a weightless 3-in-1 coconut water-infused mist that primes, sets and refreshes makeup while it helps keep skin hydrated.",Hangover 3-In-1 Replenishing Primer & Setting Spray,$32.00,4.40 out of 5 stars,Size 4.0 oz,Makeup,621
Too Faced,Face,"Too Faced Born This Way Ethereal Loose Setting Powder is a silky, lightweight powder that sets makeup while providing a veil of perfecting luminosity for a finish so natural they'll think you were Born This Way.",Born This Way Ethereal Loose Setting Powder,$33.00,4.10 out of 5 stars,Size 0.56 oz,Makeup,412
Benefit Cosmetics,Face,Find your perfect Benefit ,Hello Happy Soft Blur Foundation SPF 15,$30.00,4.10 out of 5 stars,Size 1.0 oz,Makeup,501
bareMinerals,Face,"This utterly weightless finishing powder is formulated with light-reflecting optics to help diffuse the look or appearance of fine lines, lilac plant stems cells and vitamin C to help brighten your complexion and a special blend of minerals to absorb excess oil and balance skin texture.",bareSkin Perfecting Veil,$27.00,4.40 out of 5 stars,Size 0.3 oz,Makeup,567
Milani,Face,"Richly pigmented and highly buildable, the beautiful matte and shimmery shades of Milani Baked Blush are the perfect cheeky pop of color for every skin tone. Sunbaked on Italian terracotta tiles, the warm finish adds a radiance that is the very essence of beauty. Shape, contour and highlight your best features.",Baked Blush,$9.49,4.70 out of 5 stars,Size 0.12 oz,Makeup,485
COVER FX,Face,"Cover FX Perfect Setting Powder is a weightless, talc-free powder infused with a soothing green tea complex that instantly sets makeup while delivering a translucent finish. It extends makeup wear without settling into fine lines and minimizes shine while imparting a soft-focus finish. The skin-loving formula is also enriched with Vitamins C, E and F to soothe skin and help protect against free radicals. Recommended for all skin types. ",Perfect Setting Powder,$35.00,4.20 out of 5 stars,Size 0.35 oz,Makeup,278
bareMinerals,Face,"Effortlessly conceal anything you've got to hide. Apply bareMinerals award-winning concealer on imperfections, redness and blemishes for weightless concealing that covers everything yet feels like nothing at all and protects skin with broad spectrum SPF 20.",Concealer Broad Spectrum SPF 20,$20.00,4.70 out of 5 stars,Size 0.07 oz,Makeup,1716
COVER FX,Face,Find your perfect Cover FX ,Pressed Mineral Foundation,$38.00,4.40 out of 5 stars,Size 0.42 oz,Makeup,50
Urban Decay Cosmetics,Face,"With an expanded range of 25 vegan shades, there's enough coverage to go around. Urban Decay's Stay Naked Correcting Concealer lineup features 9 shade intensities, 3 mastertones, and 5 undertones. Use this flexible, second-skin matte finish concealer for just about anything, from covering an imperfection to highlighting a cheekbone.",Stay Naked Correcting Concealer,$29.00,4.50 out of 5 stars,Size 0.35 oz,Makeup,830
Mario Badescu,Face,"For times your skin is craving calm and comfort, Mario Badescu's Facial Spray with Aloe, Chamomile and Lavender is the mist to reach for. Chamomile, vitamin C, and Lavender essential water combine in a soothing blend that leaves your complexion balanced and bright.","Facial Spray with Aloe, Chamomile and Lavender",$7.00,4.20 out of 5 stars,Item 2520090,Makeup,412
Clinique,Face,"For dry combination to combination oily skin. Clinique's Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15 is a dermatologist-developed foundation that instantly perfects, and continuously improves skin's radiance and texture. Lightweight fluid gives skin a luminous finish. Instantly creates a natural radiance with subtle luminizing pigments. Vitamins C and E help create a brighter skin tone. Broad spectrum SPF 15 protects against future darkening. Stay-true pigments won't change color on your skin, for flawless, undetectable coverage.",Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,$29.50,4.40 out of 5 stars,Size 1.0 oz,Makeup,328
DHC,Face,"DHC Deep Cleansing Oil cleanser melts away makeup and dissolves impurities, leaving your skin clean, soft and radiant. Ideal for all skin types. 1 Sold Every 10 Seconds Worldwide! The original Japanese 1-step oil works on the scientific premise that ""like attracts like."" Applied with dry hands on your dry face, this rich, naturally golden-hued olive oil cleanser binds with waterproof mascara, sunscreen, makeup and daily grime, rinsing off easily in warm water with zero residue. Its botanical formulation features antioxidant-rich organic olive oil to soften and protect against free radical damage, and rosemary leaf oil to invigorate and refresh. Also works great as a makeup brush cleaner.",Online Only Deep Cleansing Oil,$28.00,4.60 out of 5 stars,Size 6.7 oz,Makeup,177
BECCA,Face,"BECCA's Skin Love Brighten & Blur Primer is a skin-smoothing primer with antioxidant protection against pollution, adding moisture & radiance immediately & overtime.",Skin Love Brighten & Blur Primer,$39.00,4.40 out of 5 stars,Size 1.0 oz,Makeup,413
Clinique,Face,"One simple step for glowing skin. Lightweight formula instantly colour corrects a range of complexion concerns - redness, dullness, sallowness - so all you see is a healthy-looking glow. Oil-free hydration and sunscreen mean a more flawless look tomorrow, too. Each versatile shade is appropriate for a range of skin tones and undertones.",Moisture Surge CC Cream Hydrating Colour Corrector Broad Spectrum SPF 30,$39.50,4.20 out of 5 stars,Size 1.4 oz,Makeup,975
Benefit Cosmetics,Face,"Its the Boi-ing that started it all! Boi-ing Industrial Strength Concealer is a stay-put, full coverage cream concealer covers everything from heavy-duty dark circles to blemishes and discoloration.",Boi-ing Industrial Strength Concealer ''The Original Full-Coverage Concealer'',$22.00,4.30 out of 5 stars,Size 0.01 oz,Makeup,301
Urban Decay Cosmetics,Face,Urban Decay All Nighter Face Primer is a smoothing and hydrating face primer that grips foundation into place and boosts its staying power so your look lasts all day.,All Nighter Face Primer,$36.00,4.60 out of 5 stars,Size 1.0 oz,Makeup,343
ColourPop,Face,Exclusive.,Super Shock Highlighter,$8.00,4.50 out of 5 stars,Size 0.15 oz,Makeup,443
Estée Lauder,Face,"Infuse youth with this makeup, infused with Perfectionist serum technology. Estée Lauder's Perfectionist Youth-Infusing Serum Makeup SPF 25 instantly: brightens and perfects. Re-ignites the look of radiance. Reduces the look of dry lines. Nourishes with oil-free hydration.",Perfectionist Youth-Infusing Serum Makeup SPF 25,$52.00,4.20 out of 5 stars,Size 1.0 oz,Makeup,133
Estée Lauder,Face,"Matte has a fresh new attitude with Estée Lauder's Double Wear Light Soft Matte Hydra Makeup. Double Wear Light is matte reimagined. Softly diffused, always selfie ready.",Double Wear Light Soft Matte Hydra Makeup,$43.00,4.20 out of 5 stars,Size 1.0 oz,Makeup,86
StriVectin,Face,This skincare-infused primer uses Optical Blurring Microspheres to fill and blur the look of deep-set wrinkles instantly. A blend of skin-loving ingredients fills in lines and creases to prevent makeup from settling into and intensifying wrinkles. Skincare benefits are sealed in and skin is primed for makeup.,Line BlurFector Instant Wrinkle Blurring Primer,$39.00,4.40 out of 5 stars,Size 1.0 oz,Makeup,585
Clinique,Face,"Clinique Beyond Perfecting Powder Foundation + Concealer is a powder foundation and concealer in one for a natural, beyond perfected look that lasts all day. Even through sweat and humidity. Weightless powder makeup covers thoroughly without clogging pores. Skin breathes comfortably, colour stays true.",Beyond Perfecting Powder Foundation + Concealer,$29.50,4.50 out of 5 stars,Size 0.35 oz,Makeup,322
Smashbox,Face,"Smashbox's Studio Skin Full Coverage 24 Hour Foundation is a comfortable, 24-hour full coverage foundation that weightlessly glides over skin. It controls oil & shine & has a blurring effect. It's also waterproof, sweat & humidity-resistant, won't look cakey or cause acne.",Studio Skin Full Coverage 24 Hour Foundation,$36.00,4.10 out of 5 stars,Size 1.0 oz,Makeup,1771
Tarte,Face,Exclusive.,Shape Tape Glow Wand,$25.00,4.20 out of 5 stars,Size 0.2 oz,Makeup,53
Lancôme,Face,"Apply a small, pea size amount to fingertips and distribute evenly. Gently blend all over face. Can be used over serums and daily moisturizer.",La Base Pro Oil Free Primer ,$42.00,4.70 out of 5 stars,Size 0.8 oz,Makeup,771
Lancôme,Face,"An ultra-pigmented, full-coverage concealer that camouflages imperfections with a weightless, comfortable feel. One drop is all it takes. Won't cake or crease.",Teint Idole Ultra Wear Camouflage Concealer,$31.00,4.30 out of 5 stars,Size 0.4 oz,Makeup,210
Maybelline,Face,Find your perfect Maybelline ,Fit Me Matte + Poreless Liquid Foundation,$7.99,4.10 out of 5 stars,Size 1.0 oz,Makeup,3448
Juice Beauty,Face,Vegan & Cruelty-Free. Formulated with an organic base of botanical juices instead of added water. ,PHYTO-PIGMENTS Flawless Serum Foundation,$44.00,3.80 out of 5 stars,Size 1.0 oz,Makeup,573
J.Cat Beauty,Face,Find your perfect J. Cat Beeauty ,Online Only Aquasurance Compact Foundation,$13.99,4.00 out of 5 stars,Item 2537929,Makeup,168
Tarte,Face,A melt-in smoothing primer with innovative blurring and filling technology for a youthful appearance perfectly primed for makeup application.,Timeless Smoothing Primer,$39.00,4.20 out of 5 stars,Size 0.5 oz,Makeup,707
Tarte,Face,Only at ULTA!,Double Duty Beauty Shape Tape Setting Powder,$34.00,4.10 out of 5 stars,Size 0.42 oz,Makeup,122
Makeup Revolution,Face,"Makeup Revolution's Conceal & Define Full Coverage Foundation offers lightweight yet buildable coverage in 50 skin-true shades, this versatile foundation is designed to suit every skin type and tone. With an oil-free yet creamy and comfortable formula that dries down to a long-lasting, demi-matte finish, it won't settle into fine lines or cling to dry patches. Housed in a luxe glass bottle with a jumbo doe-foot applicator for greater control and less waste, this foundation offers highly pigmented coverage that can be layered or diffused to suit your look.",Conceal & Define Full Coverage Foundation,$12.00,3.90 out of 5 stars,Size 0.8 oz,Makeup,1266
MAC,Face,"A lightweight, fluid concealer that provides medium to full coverage with a comfortable, natural matte finish. Gives a smoother, flawless-looking finish on skin. Helps to conceal flaws, dark spots, skin discolouration and under-eye circles.",Pro Longwear Concealer,$25.00,4.20 out of 5 stars,Size 0.3 oz,Makeup,862
It Cosmetics,Face,Find your perfect IT Cosmetics ,Bye Bye Lines Foundation,$38.00,3.90 out of 5 stars,Size 1.0 oz,Makeup,241
Morphe,Face,Only at ULTA!,Bake and Set Powder,$12.00,4.30 out of 5 stars,Size 0.31 oz,Makeup,42
COVER FX,Face,"Cover FX Monochromatic Blush Duo is a richly-pigmented palette featuring a duo of matte and shimmer shades for a multidimensional finish. Consciously formulated without talc for a weightless texture and seamless application, the silky pressed powder duo delivers an airy, breathable veil of color. Use the matte and shimmer shades individually or layer them together to customize your finish. ",Monochromatic Blush Duo,$38.00,4.90 out of 5 stars,Size 0.51 oz,Makeup,27
It Cosmetics,Face,"Why did IT Cosmetics create this product: To introduce women to the next revolution within the Celebration Foundation franchise. They wanted to give you the ability to create a flawless, illuminized finish, all in less than 30 seconds!",Celebration Foundation Illumination,$36.00,4.30 out of 5 stars,Size 0.3 oz,Makeup,1233
Tarte,Face,"BB Tinted Treatment 12-hour Primer Broad Spectrum SPF 30 is a 5-in-1 longwear, vegan primer that helps smooth fine lines, correct dullness and enlarged pores, and protect with SPF 30 while providing lightweight coverage.",BB Tinted Treatment 12 Hour Primer Broad Spectrum SPF 30,$37.00,4.50 out of 5 stars,Size 1.0 oz,Makeup,1498
Clinique,Face,Clinique's Even Better Refresh Hydrating and Repairing Makeup is a full-coverage foundation with 24-hour wear that revitalizes skin for a more youthful look. Hydrating foundation with flawless full coverage and a natural finish. Creates a virtually poreless look. Smooths and plumps for younger-looking skin.,Even Better Refresh Hydrating and Repairing Makeup,$32.00,4.20 out of 5 stars,Size 1.0 oz,Makeup,104
Tarte,Face,"Creaseless Undereye Concealer is a vegan, full-coverage & creamy undereye concealer from America's #1 concealer brand, Tarte. Now with 30 shades & a new applicator to make application totally foolproof. Covers every imperfection without looking chalky, cakey, or mask-like.",Creaseless Undereye Concealer,$26.00,3.50 out of 5 stars,Size 0.23 oz,Makeup,341
bareMinerals,Face,"Get cheeky with a pop of color that brightens your face and defines your features. Creamy, lightweight bareMinerals Blush gives your skin a healthy, fresh vibrancy that looks and feels natural - because it is natural.",Blush,$22.00,4.70 out of 5 stars,Size 0.03 oz,Makeup,1468
Milani,Face,"Lock in makeup's just-applied look for all day wear up to 16 hours with Milani Make It Last Setting Spray Prime + Correct + Set. Spray under makeup for a mattifying primer and over makeup for lasting, crease-free, fade-free wear in any climate.",Make It Last Setting Spray Prime + Correct + Set,$9.99,4.40 out of 5 stars,Size 2.03 oz,Makeup,443
Urban Decay Cosmetics,Face,"Urban Decay's All Nighter Waterproof Setting Powder smooths skin, blocks shine, and extends the life of foundation so there's no need to reapply, even in hot climates. Cry, sweat, get wet - your makeup will stay locked in for up to 11 hours.",All Nighter Waterproof Setting Powder,$34.00,4.10 out of 5 stars,Size 0.26 oz,Makeup,200
COVER FX,Face,Find your perfect Cover FX ,Power Play Foundation,$44.00,3.90 out of 5 stars,Size 1.18 oz,Makeup,105
MAC,Face,Find your perfect M·A·C ,Pro Longwear Nourishing Waterproof Foundation,$36.00,3.70 out of 5 stars,Size 0.85 oz,Makeup,649
Anastasia Beverly Hills,Face,Find your perfect Anastasia Beverly Hills ,Luminous Foundation,$38.00,4.20 out of 5 stars,Size 1.014 oz,Makeup,1281
Peter Thomas Roth,Face,"Gentle, frothy non-stripping, whipped cleanser and makeup remover. The rich and luxurious cloud-like foam glides over skin creating a cushion between the face and hands for a friction-free, heavenly cleansing experience.",Water Drench Cloud Cream Cleanser,$30.00,4.00 out of 5 stars,Item 2514746,Makeup,68
It Cosmetics,Face,"IT Cosmetics Bye Bye Foundation Powder is your skin-loving, buildable coverage finishing powder with a natural matte finish! It's specially created to pair perfectly with your Bye Bye Foundation Full Coverage Moisturizer with SPF 50+ to give you beautiful-looking skin!",Bye Bye Foundation Powder,$38.00,4.50 out of 5 stars,Size 0.30 oz,Makeup,375
bareMinerals,Face,"A silky smooth complete coverage concealer and serum in one. Designed to provide remarkable coverage with an ultra-light texture, bareSkin Complete Coverage Serum Concealer instantly covers the appearance of dark circles, discoloration and other imperfections for a beautifully even-toned complexion. Formulated with antioxidant Lilac Plant Stem Cells, this multi-tasking concealer features high-definition mineral optics to counteract shadows and give skin a brightened, lustrous finish. Hydrating humectants to help nourish the under-eye area, while the silky smooth texture glides effortlessly over fine lines, leaving skin looking fresh and flawless all day.",bareSkin Complete Coverage Serum Concealer,$22.00,4.40 out of 5 stars,Size 0.2 oz,Makeup,990
Clinique,Face,"Clinique Superpowder Double Face Makeup is a powder and foundation combined in one portable compact. Long-wearing, full-coverage powder works as an over-foundation finisher or as a powder foundation. Extra-cling formula for double coverage.",Superpowder Double Face Makeup,$28.50,4.60 out of 5 stars,Size 0.35 oz,Makeup,219
Makeup Revolution,Face,Only at ULTA!,Conceal & Define Full Coverage Concealer,$7.00,4.10 out of 5 stars,Size 0.11 oz,Makeup,1725
Urban Decay Cosmetics,Face,"Urban Decay Optical Illusion Complexion Primer is a lightweight primer that reduces the look of fine lines and minimizes the appearance of pores for a smooth, porcelain-like texture. The breakthrough formula dries down to a translucent matte finish for makeup that goes on smoother and lasts longer.",Optical Illusion Complexion Primer,$36.00,4.50 out of 5 stars,Size 0.95 oz,Makeup,656
Clinique,Face,Find your perfect Clinique ,Stay Matte Oil-Free Makeup,$28.50,4.30 out of 5 stars,Size 1.0 oz,Makeup,1318
Clinique,Face,Skin Types: All,Acne Solutions Liquid Makeup,$29.50,4.40 out of 5 stars,Size 1.0 oz,Makeup,448
Clinique,Face,"Clinique's Blended Face Powder & Brush is a loose, lightweight powder for every skin type. Sets makeup; makes pores seem to disappear.",Blended Face Powder & Brush,$28.50,4.30 out of 5 stars,Size 1.2 oz,Makeup,357
Tarte,Face,"A long-wearing, supremely soft blush infused with Amazonian clay harvested from the banks of the Amazon River and naturally baked by the sun.",Amazonian Clay 12 Hour Blush,$29.00,4.60 out of 5 stars,Size 0.2 oz,Makeup,1244
L.A. Girl,Face,"L.A. Girl's HD Pro Concealer is crease-resistant with opaque coverage in a creamy, yet lightweight texture. The long-wearing formula camouflages darkness under the eyes, redness and skin imperfections. Provides complete, natural-looking coverage, evens skin tone, covers dark circles and minimizes fine lines around the eyes.",HD Pro Concealer,$4.99,4.00 out of 5 stars,Size 0.28 oz,Makeup,1298
ULTA,Face,"Ulta's Matte Face Primer is the secret for a picture perfect look everyday. Contains salicylic acid for smoother, clearer looking complexion, refines pores for even foundation application. Contains special mattifying powders to reduce shine and prolong foundation wear. Non-Comedogenic. Vegan.",Matte Face Primer,$18.00,4.30 out of 5 stars,Item 2220410,Makeup,1124
L'Oréal,Face,Find your perfect L'Oréal ,Infallible Fresh Wear 24HR Foundation,$14.99,4.30 out of 5 stars,Size 1.0 oz,Makeup,2103
BECCA,Face,"BECCA's Skin Love Weightless Blur Foundation is a weightless, medium to buildable coverage foundation with a velvety, natural finish that mimics the look of smooth, healthy skin.",Skin Love Weightless Blur Foundation,$44.00,3.90 out of 5 stars,Size 1.23 oz,Makeup,218
Estée Lauder,Face,One powder. Multi uses. Custom coverage.,Double Wear Stay In Place Matte Powder Foundation,$43.00,3.90 out of 5 stars,Size 0.40 oz,Makeup,23
